ProductionID,SourceType,Location,Date,EnergyProduced_kWh,WindSpeed_mph,SolarRadiation_W/m2
P0044,Solar,South Rebecca,2022-04-13,13834,2.9,173
P0044,Solar,South Rebecca,2022-04-14,15960,13.6,460
P0044,Solar,South Rebecca,2022-04-15,8620,11.8,785
P0044,Solar,South Rebecca,2022-04-16,6806,3.2,606
P0044,Solar,South Rebecca,2022-04-17,9561,13.6,263
P0044,Solar,South Rebecca,2022-04-18,10393,10.2,598
P0044,Solar,South Rebecca,2022-04-19,11058,4.4,168
P0044,Solar,South Rebecca,2022-04-20,7091,13.6,128
P0044,Solar,South Rebecca,2022-04-21,19458,8.1,372
P0044,Solar,South Rebecca,2022-04-22,15184,9.8,623
P0044,Solar,South Rebecca,2022-04-23,10539,14.4,619
P0044,Solar,South Rebecca,2022-04-24,5714,10.2,398
P0044,Solar,South Rebecca,2022-04-25,19559,6.8,351
P0044,Solar,South Rebecca,2022-04-26,6668,11.6,332
P0044,Solar,South Rebecca,2022-04-27,8440,0.9,712
P0044,Solar,South Rebecca,2022-04-28,14161,14.8,141
P0044,Solar,South Rebecca,2022-04-29,14192,8.5,742
P0044,Solar,South Rebecca,2022-04-30,6445,3.5,403
P0044,Solar,South Rebecca,2022-05-01,8644,9.4,319
P0044,Solar,South Rebecca,2022-05-02,6164,1.1,710
P0044,Solar,South Rebecca,2022-05-03,19858,6.2,165
P0044,Solar,South Rebecca,2022-05-04,15226,7.7,781
P0044,Solar,South Rebecca,2022-05-05,15623,12.1,160
P0044,Solar,South Rebecca,2022-05-06,9230,3.6,373
P0044,Solar,South Rebecca,2022-05-07,12274,9.5,129
P0044,Solar,South Rebecca,2022-05-08,21867,4.8,204
P0044,Solar,South Rebecca,2022-05-09,9162,14.8,337
P0044,Solar,South Rebecca,2022-05-10,17788,13.3,212
P0044,Solar,South Rebecca,2022-05-11,20626,10.0,576
P0044,Solar,South Rebecca,2022-05-12,15379,3.9,290
P0044,Solar,South Rebecca,2022-05-13,5120,4.3,468
P0044,Solar,South Rebecca,2022-05-14,19423,7.1,273
P0044,Solar,South Rebecca,2022-05-15,12149,2.4,651
P0044,Solar,South Rebecca,2022-05-16,8523,7.0,282
P0044,Solar,South Rebecca,2022-05-17,20528,10.0,709
P0044,Solar,South Rebecca,2022-05-18,9415,10.1,299
P0044,Solar,South Rebecca,2022-05-19,11698,12.4,764
P0044,Solar,South Rebecca,2022-05-20,14480,12.6,288
P0044,Solar,South Rebecca,2022-05-21,20663,0.0,546
P0044,Solar,South Rebecca,2022-05-22,19980,15.0,348
P0044,Solar,South Rebecca,2022-05-23,17499,1.9,637
P0044,Solar,South Rebecca,2022-05-24,24594,4.7,322
P0044,Solar,South Rebecca,2022-05-25,15553,10.4,281
P0044,Solar,South Rebecca,2022-05-26,23888,10.5,715
P0044,Solar,South Rebecca,2022-05-27,20541,10.1,138
P0044,Solar,South Rebecca,2022-05-28,7893,1.6,376
P0044,Solar,South Rebecca,2022-05-29,24445,8.1,197
P0044,Solar,South Rebecca,2022-05-30,7246,2.2,260
P0044,Solar,South Rebecca,2022-05-31,17996,7.6,124
P0044,Solar,South Rebecca,2022-06-01,7230,6.1,753
P0044,Solar,South Rebecca,2022-06-02,20590,13.4,423
P0044,Solar,South Rebecca,2022-06-03,23793,8.2,791
P0044,Solar,South Rebecca,2022-06-04,9215,11.4,251
P0044,Solar,South Rebecca,2022-06-05,22856,12.9,800
P0044,Solar,South Rebecca,2022-06-06,10133,6.0,583
P0044,Solar,South Rebecca,2022-06-07,19772,4.4,157
P0044,Solar,South Rebecca,2022-06-08,13393,1.0,145
P0044,Solar,South Rebecca,2022-06-09,14023,8.8,563
P0044,Solar,South Rebecca,2022-06-10,5424,7.1,438
P0044,Solar,South Rebecca,2022-06-11,13934,3.7,249
P0044,Solar,South Rebecca,2022-06-12,5835,0.2,611
P0044,Solar,South Rebecca,2022-06-13,5264,5.6,321
P0044,Solar,South Rebecca,2022-06-14,12958,5.1,107
P0044,Solar,South Rebecca,2022-06-15,19517,13.4,345
P0044,Solar,South Rebecca,2022-06-16,7324,10.3,233
P0044,Solar,South Rebecca,2022-06-17,10970,4.8,692
P0044,Solar,South Rebecca,2022-06-18,6960,6.2,118
P0044,Solar,South Rebecca,2022-06-19,10163,12.6,335
P0044,Solar,South Rebecca,2022-06-20,9535,4.1,350
P0044,Solar,South Rebecca,2022-06-21,15705,11.6,759
P0044,Solar,South Rebecca,2022-06-22,6701,4.3,327
P0044,Solar,South Rebecca,2022-06-23,6444,10.6,242
P0044,Solar,South Rebecca,2022-06-24,6916,7.3,310
P0044,Solar,South Rebecca,2022-06-25,18827,5.7,233
P0044,Solar,South Rebecca,2022-06-26,9496,6.8,451
P0044,Solar,South Rebecca,2022-06-27,14845,10.8,424
P0044,Solar,South Rebecca,2022-06-28,17577,3.5,491
P0044,Solar,South Rebecca,2022-06-29,20881,13.6,136
P0044,Solar,South Rebecca,2022-06-30,18639,4.7,424
P0044,Solar,South Rebecca,2022-07-01,22571,14.9,284
P0044,Solar,South Rebecca,2022-07-02,10873,9.3,244
P0044,Solar,South Rebecca,2022-07-03,17911,5.0,611
P0044,Solar,South Rebecca,2022-07-04,22286,8.5,306
P0044,Solar,South Rebecca,2022-07-05,10753,0.7,267
P0044,Solar,South Rebecca,2022-07-06,20282,7.4,608
P0044,Solar,South Rebecca,2022-07-07,23384,8.6,276
P0044,Solar,South Rebecca,2022-07-08,15175,7.8,553
P0044,Solar,South Rebecca,2022-07-09,19660,2.3,402
P0044,Solar,South Rebecca,2022-07-10,19094,14.9,246
P0044,Solar,South Rebecca,2022-07-11,9000,3.3,159
P0044,Solar,South Rebecca,2022-07-12,16009,5.6,391
P0044,Solar,South Rebecca,2022-07-13,10571,14.8,127
P0044,Solar,South Rebecca,2022-07-14,6505,3.0,683
P0044,Solar,South Rebecca,2022-07-15,10286,3.8,143
P0044,Solar,South Rebecca,2022-07-16,9516,1.7,328
P0044,Solar,South Rebecca,2022-07-17,13969,9.0,381
P0044,Solar,South Rebecca,2022-07-18,5092,7.0,250
P0044,Solar,South Rebecca,2022-07-19,20847,6.1,551
P0044,Solar,South Rebecca,2022-07-20,18721,4.9,651
P0044,Solar,South Rebecca,2022-07-21,21438,1.0,221
P0044,Solar,South Rebecca,2022-07-22,7030,10.9,739
P0044,Solar,South Rebecca,2022-07-23,8650,13.9,196
P0044,Solar,South Rebecca,2022-07-24,19138,10.3,475
P0044,Solar,South Rebecca,2022-07-25,11081,0.7,728
P0044,Solar,South Rebecca,2022-07-26,6037,3.2,570
P0044,Solar,South Rebecca,2022-07-27,9162,11.1,635
P0044,Solar,South Rebecca,2022-07-28,9912,5.3,720
P0044,Solar,South Rebecca,2022-07-29,17461,4.7,466
P0044,Solar,South Rebecca,2022-07-30,18008,0.3,744
P0044,Solar,South Rebecca,2022-07-31,15833,2.2,519
P0044,Solar,South Rebecca,2022-08-01,14667,2.8,243
P0044,Solar,South Rebecca,2022-08-02,21109,0.9,684
P0044,Solar,South Rebecca,2022-08-03,23897,6.8,245
P0044,Solar,South Rebecca,2022-08-04,14397,7.9,346
P0044,Solar,South Rebecca,2022-08-05,10224,7.9,239
P0044,Solar,South Rebecca,2022-08-06,18727,3.1,365
P0044,Solar,South Rebecca,2022-08-07,13343,2.7,309
P0044,Solar,South Rebecca,2022-08-08,20942,11.7,416
P0044,Solar,South Rebecca,2022-08-09,6237,8.0,362
P0044,Solar,South Rebecca,2022-08-10,19922,11.1,761
P0044,Solar,South Rebecca,2022-08-11,20599,1.4,340
P0044,Solar,South Rebecca,2022-08-12,23723,6.6,795
P0044,Solar,South Rebecca,2022-08-13,22609,1.1,283
P0044,Solar,South Rebecca,2022-08-14,11995,1.1,679
P0044,Solar,South Rebecca,2022-08-15,11452,13.3,389
P0044,Solar,South Rebecca,2022-08-16,24520,4.8,324
P0044,Solar,South Rebecca,2022-08-17,14466,7.3,702
P0044,Solar,South Rebecca,2022-08-18,23299,13.5,207
P0044,Solar,South Rebecca,2022-08-19,11950,1.9,632
P0044,Solar,South Rebecca,2022-08-20,6787,10.6,338
P0044,Solar,South Rebecca,2022-08-21,17632,6.7,347
P0044,Solar,South Rebecca,2022-08-22,16443,6.8,533
P0044,Solar,South Rebecca,2022-08-23,24294,5.8,137
P0044,Solar,South Rebecca,2022-08-24,9524,7.2,612
P0044,Solar,South Rebecca,2022-08-25,17331,8.6,511
P0044,Solar,South Rebecca,2022-08-26,6176,7.0,621
P0044,Solar,South Rebecca,2022-08-27,19763,1.3,219
P0044,Solar,South Rebecca,2022-08-28,18463,14.6,266
P0044,Solar,South Rebecca,2022-08-29,18073,5.2,317
P0044,Solar,South Rebecca,2022-08-30,13812,14.6,344
P0044,Solar,South Rebecca,2022-08-31,8805,2.8,672
P0044,Solar,South Rebecca,2022-09-01,17679,8.4,726
P0044,Solar,South Rebecca,2022-09-02,5889,13.7,271
P0044,Solar,South Rebecca,2022-09-03,19416,5.0,633
P0044,Solar,South Rebecca,2022-09-04,6146,11.1,389
P0044,Solar,South Rebecca,2022-09-05,8458,4.6,206
P0044,Solar,South Rebecca,2022-09-06,7879,7.5,527
P0044,Solar,South Rebecca,2022-09-07,19108,9.5,274
P0044,Solar,South Rebecca,2022-09-08,23757,1.4,513
P0044,Solar,South Rebecca,2022-09-09,15049,6.6,748
P0044,Solar,South Rebecca,2022-09-10,23223,7.4,292
P0044,Solar,South Rebecca,2022-09-11,14838,1.0,137
P0044,Solar,South Rebecca,2022-09-12,19163,7.5,646
P0044,Solar,South Rebecca,2022-09-13,14039,11.5,644
P0044,Solar,South Rebecca,2022-09-14,13342,5.2,413
P0044,Solar,South Rebecca,2022-09-15,10812,4.7,598
P0044,Solar,South Rebecca,2022-09-16,6598,14.5,615
P0044,Solar,South Rebecca,2022-09-17,7488,10.7,758
P0044,Solar,South Rebecca,2022-09-18,14648,0.4,722
P0044,Solar,South Rebecca,2022-09-19,20455,9.8,271
P0044,Solar,South Rebecca,2022-09-20,7331,2.9,114
P0044,Solar,South Rebecca,2022-09-21,16306,8.5,593
P0044,Solar,South Rebecca,2022-09-22,21596,0.4,800
P0044,Solar,South Rebecca,2022-09-23,22472,8.0,793
P0044,Solar,South Rebecca,2022-09-24,14139,12.6,309
P0044,Solar,South Rebecca,2022-09-25,15334,1.1,212
P0044,Solar,South Rebecca,2022-09-26,20836,5.8,281
P0044,Solar,South Rebecca,2022-09-27,12812,2.1,280
P0044,Solar,South Rebecca,2022-09-28,10568,6.5,548
P0044,Solar,South Rebecca,2022-09-29,14969,8.7,339
P0044,Solar,South Rebecca,2022-09-30,12181,1.7,558
P0044,Solar,South Rebecca,2022-10-01,9536,8.7,647
P0044,Solar,South Rebecca,2022-10-02,6606,10.0,553
P0044,Solar,South Rebecca,2022-10-03,9931,12.4,165
P0044,Solar,South Rebecca,2022-10-04,9285,1.7,470
P0044,Solar,South Rebecca,2022-10-05,13337,13.8,647
P0044,Solar,South Rebecca,2022-10-06,21278,4.7,149
P0044,Solar,South Rebecca,2022-10-07,20163,12.9,306
P0044,Solar,South Rebecca,2022-10-08,17903,4.0,334
P0044,Solar,South Rebecca,2022-10-09,20771,6.1,167
P0044,Solar,South Rebecca,2022-10-10,23070,14.4,648
P0044,Solar,South Rebecca,2022-10-11,5481,12.1,632
P0044,Solar,South Rebecca,2022-10-12,23905,1.1,408
P0044,Solar,South Rebecca,2022-10-13,20818,12.6,367
P0044,Solar,South Rebecca,2022-10-14,15944,8.1,691
P0044,Solar,South Rebecca,2022-10-15,12870,8.8,463
P0044,Solar,South Rebecca,2022-10-16,13364,11.1,754
P0044,Solar,South Rebecca,2022-10-17,8956,7.1,715
P0044,Solar,South Rebecca,2022-10-18,7408,10.9,342
P0044,Solar,South Rebecca,2022-10-19,21300,0.8,659
P0044,Solar,South Rebecca,2022-10-20,22279,5.0,194
P0044,Solar,South Rebecca,2022-10-21,10362,0.4,262
P0044,Solar,South Rebecca,2022-10-22,12755,2.6,223
P0044,Solar,South Rebecca,2022-10-23,5499,9.8,685
P0044,Solar,South Rebecca,2022-10-24,17179,1.0,253
P0044,Solar,South Rebecca,2022-10-25,13606,9.1,450
P0044,Solar,South Rebecca,2022-10-26,13443,6.1,676
P0044,Solar,South Rebecca,2022-10-27,5491,11.6,563
P0044,Solar,South Rebecca,2022-10-28,8623,4.4,739
P0044,Solar,South Rebecca,2022-10-29,19175,5.1,678
P0044,Solar,South Rebecca,2022-10-30,16572,6.9,316
P0044,Solar,South Rebecca,2022-10-31,9103,13.4,372
P0044,Solar,South Rebecca,2022-11-01,5107,1.7,319
P0044,Solar,South Rebecca,2022-11-02,23519,12.1,539
P0044,Solar,South Rebecca,2022-11-03,20278,1.0,372
P0044,Solar,South Rebecca,2022-11-04,8434,5.0,362
P0044,Solar,South Rebecca,2022-11-05,15490,8.2,139
P0044,Solar,South Rebecca,2022-11-06,21043,5.6,223
P0044,Solar,South Rebecca,2022-11-07,23981,10.9,402
P0044,Solar,South Rebecca,2022-11-08,12991,2.4,193
P0044,Solar,South Rebecca,2022-11-09,17637,1.5,773
P0044,Solar,South Rebecca,2022-11-10,16625,3.6,473
P0044,Solar,South Rebecca,2022-11-11,23161,9.5,651
P0044,Solar,South Rebecca,2022-11-12,24562,11.8,599
P0044,Solar,South Rebecca,2022-11-13,22898,9.3,769
P0044,Solar,South Rebecca,2022-11-14,5406,6.0,194
P0044,Solar,South Rebecca,2022-11-15,17422,8.5,739
P0044,Solar,South Rebecca,2022-11-16,20468,11.4,283
P0044,Solar,South Rebecca,2022-11-17,14811,12.1,422
P0044,Solar,South Rebecca,2022-11-18,6719,7.9,776
P0044,Solar,South Rebecca,2022-11-19,8094,7.7,717
P0044,Solar,South Rebecca,2022-11-20,19581,0.6,507
P0044,Solar,South Rebecca,2022-11-21,17704,6.4,740
P0044,Solar,South Rebecca,2022-11-22,20242,1.6,415
P0044,Solar,South Rebecca,2022-11-23,15859,8.1,307
P0044,Solar,South Rebecca,2022-11-24,11861,7.8,435
P0044,Solar,South Rebecca,2022-11-25,9421,12.8,646
P0044,Solar,South Rebecca,2022-11-26,6696,14.5,326
P0044,Solar,South Rebecca,2022-11-27,14980,2.8,165
P0044,Solar,South Rebecca,2022-11-28,8629,12.1,652
P0044,Solar,South Rebecca,2022-11-29,20087,4.5,195
P0044,Solar,South Rebecca,2022-11-30,13406,14.0,534
P0044,Solar,South Rebecca,2022-12-01,9437,3.8,755
P0044,Solar,South Rebecca,2022-12-02,10243,9.2,729
P0044,Solar,South Rebecca,2022-12-03,11356,4.7,529
P0044,Solar,South Rebecca,2022-12-04,24710,7.2,711
P0044,Solar,South Rebecca,2022-12-05,24571,13.9,779
P0044,Solar,South Rebecca,2022-12-06,5244,9.8,146
P0044,Solar,South Rebecca,2022-12-07,20614,12.1,216
P0044,Solar,South Rebecca,2022-12-08,24530,2.5,382
P0044,Solar,South Rebecca,2022-12-09,8965,8.5,788
P0044,Solar,South Rebecca,2022-12-10,5657,12.8,186
P0044,Solar,South Rebecca,2022-12-11,14543,8.0,634
P0044,Solar,South Rebecca,2022-12-12,9956,9.2,505
P0044,Solar,South Rebecca,2022-12-13,11477,2.2,396
P0044,Solar,South Rebecca,2022-12-14,21254,8.1,549
P0044,Solar,South Rebecca,2022-12-15,15722,6.6,504
P0044,Solar,South Rebecca,2022-12-16,19478,13.7,226
P0044,Solar,South Rebecca,2022-12-17,21618,0.4,183
P0044,Solar,South Rebecca,2022-12-18,8819,10.5,371
P0044,Solar,South Rebecca,2022-12-19,18403,6.9,307
P0044,Solar,South Rebecca,2022-12-20,12851,11.4,689
P0044,Solar,South Rebecca,2022-12-21,16443,8.9,516
P0044,Solar,South Rebecca,2022-12-22,18000,12.5,737
P0044,Solar,South Rebecca,2022-12-23,10261,3.6,736
P0044,Solar,South Rebecca,2022-12-24,9989,2.9,537
P0044,Solar,South Rebecca,2022-12-25,6738,5.3,500
P0044,Solar,South Rebecca,2022-12-26,20377,11.3,796
P0044,Solar,South Rebecca,2022-12-27,10973,8.1,559
P0044,Solar,South Rebecca,2022-12-28,11935,10.2,357
P0044,Solar,South Rebecca,2022-12-29,9902,6.1,733
P0044,Solar,South Rebecca,2022-12-30,22824,14.8,711
P0044,Solar,South Rebecca,2022-12-31,19339,14.7,381
P0016,Solar,Port Matthew,2022-01-01,15108,10.4,443
P0016,Solar,Port Matthew,2022-01-02,6520,0.8,406
P0016,Solar,Port Matthew,2022-01-03,13324,14.3,302
P0016,Solar,Port Matthew,2022-01-04,12517,1.5,307
P0016,Solar,Port Matthew,2022-01-05,21931,10.4,435
P0016,Solar,Port Matthew,2022-01-06,11038,6.7,293
P0016,Solar,Port Matthew,2022-01-07,12253,3.9,167
P0016,Solar,Port Matthew,2022-01-08,7275,0.6,661
P0016,Solar,Port Matthew,2022-01-09,23955,1.4,643
P0016,Solar,Port Matthew,2022-01-10,15935,5.2,163
P0016,Solar,Port Matthew,2022-01-11,21911,2.6,139
P0016,Solar,Port Matthew,2022-01-12,10211,10.4,622
P0016,Solar,Port Matthew,2022-01-13,17269,6.8,537
P0016,Solar,Port Matthew,2022-01-14,24189,14.3,114
P0016,Solar,Port Matthew,2022-01-15,18643,6.3,477
P0016,Solar,Port Matthew,2022-01-16,22484,2.7,586
P0016,Solar,Port Matthew,2022-01-17,14364,5.5,358
P0016,Solar,Port Matthew,2022-01-18,24241,0.8,325
P0016,Solar,Port Matthew,2022-01-19,10912,10.1,652
P0016,Solar,Port Matthew,2022-01-20,20560,14.7,422
P0016,Solar,Port Matthew,2022-01-21,20084,9.6,518
P0016,Solar,Port Matthew,2022-01-22,18682,12.0,373
P0016,Solar,Port Matthew,2022-01-23,20918,2.1,533
P0016,Solar,Port Matthew,2022-01-24,23652,9.0,220
P0016,Solar,Port Matthew,2022-01-25,24408,11.5,353
P0016,Solar,Port Matthew,2022-01-26,15131,1.9,770
P0016,Solar,Port Matthew,2022-01-27,15164,6.8,757
P0016,Solar,Port Matthew,2022-01-28,22115,11.7,350
P0016,Solar,Port Matthew,2022-01-29,24657,14.0,294
P0016,Solar,Port Matthew,2022-01-30,16298,0.6,436
P0016,Solar,Port Matthew,2022-01-31,20979,4.4,446
P0016,Solar,Port Matthew,2022-02-01,15372,1.1,714
P0016,Solar,Port Matthew,2022-02-02,5423,7.2,506
P0016,Solar,Port Matthew,2022-02-03,14404,11.9,545
P0016,Solar,Port Matthew,2022-02-04,7997,0.7,173
P0016,Solar,Port Matthew,2022-02-05,22878,5.3,499
P0016,Solar,Port Matthew,2022-02-06,16293,1.3,470
P0016,Solar,Port Matthew,2022-02-07,14506,9.3,777
P0016,Solar,Port Matthew,2022-02-08,18790,2.9,469
P0016,Solar,Port Matthew,2022-02-09,17756,1.3,701
P0016,Solar,Port Matthew,2022-02-10,20241,12.0,528
P0016,Solar,Port Matthew,2022-02-11,8294,8.8,169
P0016,Solar,Port Matthew,2022-02-12,11337,4.1,784
P0016,Solar,Port Matthew,2022-02-13,24759,12.4,576
P0016,Solar,Port Matthew,2022-02-14,13473,13.4,714
P0016,Solar,Port Matthew,2022-02-15,18566,0.7,458
P0016,Solar,Port Matthew,2022-02-16,8190,1.4,140
P0016,Solar,Port Matthew,2022-02-17,8218,1.6,554
P0016,Solar,Port Matthew,2022-02-18,6528,3.4,579
P0016,Solar,Port Matthew,2022-02-19,6331,1.7,120
P0016,Solar,Port Matthew,2022-02-20,20764,2.2,401
P0016,Solar,Port Matthew,2022-02-21,16282,11.7,243
P0016,Solar,Port Matthew,2022-02-22,15670,4.1,678
P0016,Solar,Port Matthew,2022-02-23,17347,8.3,689
P0016,Solar,Port Matthew,2022-02-24,10915,2.6,135
P0016,Solar,Port Matthew,2022-02-25,16884,13.2,776
P0016,Solar,Port Matthew,2022-02-26,6616,13.4,431
P0016,Solar,Port Matthew,2022-02-27,19697,4.0,126
P0016,Solar,Port Matthew,2022-02-28,16044,14.6,370
P0016,Solar,Port Matthew,2022-03-01,8308,6.2,373
P0016,Solar,Port Matthew,2022-03-02,15993,4.1,620
P0016,Solar,Port Matthew,2022-03-03,15555,12.0,424
P0016,Solar,Port Matthew,2022-03-04,5425,8.9,403
P0016,Solar,Port Matthew,2022-03-05,5814,7.0,749
P0016,Solar,Port Matthew,2022-03-06,14530,8.3,115
P0016,Solar,Port Matthew,2022-03-07,13214,8.0,646
P0016,Solar,Port Matthew,2022-03-08,19816,9.9,377
P0016,Solar,Port Matthew,2022-03-09,16064,1.4,433
P0016,Solar,Port Matthew,2022-03-10,23888,12.0,793
P0016,Solar,Port Matthew,2022-03-11,20147,4.6,604
P0016,Solar,Port Matthew,2022-03-12,18473,8.7,763
P0016,Solar,Port Matthew,2022-03-13,12877,9.0,574
P0016,Solar,Port Matthew,2022-03-14,5215,2.9,291
P0016,Solar,Port Matthew,2022-03-15,21246,12.0,536
P0016,Solar,Port Matthew,2022-03-16,17689,3.3,223
P0016,Solar,Port Matthew,2022-03-17,18277,0.2,249
P0016,Solar,Port Matthew,2022-03-18,13329,6.1,726
P0016,Solar,Port Matthew,2022-03-19,19962,10.5,203
P0016,Solar,Port Matthew,2022-03-20,23697,1.2,525
P0016,Solar,Port Matthew,2022-03-21,10970,11.8,709
P0016,Solar,Port Matthew,2022-03-22,15100,7.9,646
P0016,Solar,Port Matthew,2022-03-23,24181,0.1,520
P0016,Solar,Port Matthew,2022-03-24,7381,11.4,337
P0016,Solar,Port Matthew,2022-03-25,15491,14.6,420
P0016,Solar,Port Matthew,2022-03-26,13519,8.5,226
P0016,Solar,Port Matthew,2022-03-27,11143,3.7,412
P0016,Solar,Port Matthew,2022-03-28,18584,5.6,756
P0016,Solar,Port Matthew,2022-03-29,11693,3.7,347
P0016,Solar,Port Matthew,2022-03-30,8798,12.1,786
P0016,Solar,Port Matthew,2022-03-31,24227,14.7,569
P0016,Solar,Port Matthew,2022-04-01,13849,3.9,355
P0016,Solar,Port Matthew,2022-04-02,15213,1.5,128
P0016,Solar,Port Matthew,2022-04-03,9923,6.4,674
P0016,Solar,Port Matthew,2022-04-04,23969,0.3,570
P0016,Solar,Port Matthew,2022-04-05,23191,12.6,285
P0016,Solar,Port Matthew,2022-04-06,12210,4.3,220
P0016,Solar,Port Matthew,2022-04-07,17133,5.0,536
P0016,Solar,Port Matthew,2022-04-08,11835,13.3,521
P0016,Solar,Port Matthew,2022-04-09,17531,1.0,259
P0016,Solar,Port Matthew,2022-04-10,10610,1.2,244
P0016,Solar,Port Matthew,2022-04-11,22711,14.8,501
P0016,Solar,Port Matthew,2022-04-12,5411,7.8,580
P0016,Solar,Port Matthew,2022-04-13,10615,3.3,523
P0016,Solar,Port Matthew,2022-04-14,19151,13.1,278
P0016,Solar,Port Matthew,2022-04-15,6968,7.5,712
P0016,Solar,Port Matthew,2022-04-16,14180,6.8,408
P0016,Solar,Port Matthew,2022-04-17,19130,10.0,334
P0016,Solar,Port Matthew,2022-04-18,7126,3.9,776
P0016,Solar,Port Matthew,2022-04-19,5251,14.1,142
P0016,Solar,Port Matthew,2022-04-20,17514,7.2,237
P0016,Solar,Port Matthew,2022-04-21,16609,1.5,384
P0016,Solar,Port Matthew,2022-04-22,23331,3.2,175
P0016,Solar,Port Matthew,2022-04-23,11339,3.6,701
P0016,Solar,Port Matthew,2022-04-24,12055,12.9,749
P0016,Solar,Port Matthew,2022-04-25,10749,0.6,312
P0016,Solar,Port Matthew,2022-04-26,22414,4.4,405
P0016,Solar,Port Matthew,2022-04-27,9604,0.3,475
P0016,Solar,Port Matthew,2022-04-28,21049,5.5,243
P0016,Solar,Port Matthew,2022-04-29,23615,7.7,772
P0016,Solar,Port Matthew,2022-04-30,10686,11.2,276
P0016,Solar,Port Matthew,2022-05-01,24905,11.4,119
P0016,Solar,Port Matthew,2022-05-02,10798,13.0,567
P0016,Solar,Port Matthew,2022-05-03,6305,4.8,413
P0016,Solar,Port Matthew,2022-05-04,6587,1.3,500
P0016,Solar,Port Matthew,2022-05-05,13701,11.6,410
P0016,Solar,Port Matthew,2022-05-06,15267,0.9,214
P0016,Solar,Port Matthew,2022-05-07,24175,2.4,119
P0016,Solar,Port Matthew,2022-05-08,18526,4.5,265
P0016,Solar,Port Matthew,2022-05-09,8878,8.8,168
P0016,Solar,Port Matthew,2022-05-10,20906,3.4,601
P0016,Solar,Port Matthew,2022-05-11,17068,5.9,227
P0016,Solar,Port Matthew,2022-05-12,5744,12.3,202
P0016,Solar,Port Matthew,2022-05-13,6260,9.3,480
P0016,Solar,Port Matthew,2022-05-14,22875,0.2,371
P0016,Solar,Port Matthew,2022-05-15,6943,8.2,586
P0016,Solar,Port Matthew,2022-05-16,15532,14.7,173
P0016,Solar,Port Matthew,2022-05-17,14471,10.1,447
P0016,Solar,Port Matthew,2022-05-18,7498,13.3,514
P0016,Solar,Port Matthew,2022-05-19,18932,8.9,131
P0016,Solar,Port Matthew,2022-05-20,7358,8.0,325
P0016,Solar,Port Matthew,2022-05-21,13476,6.0,317
P0016,Solar,Port Matthew,2022-05-22,17818,6.5,591
P0016,Solar,Port Matthew,2022-05-23,22798,3.8,662
P0016,Solar,Port Matthew,2022-05-24,23575,2.7,186
P0016,Solar,Port Matthew,2022-05-25,8524,1.2,723
P0016,Solar,Port Matthew,2022-05-26,13455,1.3,226
P0016,Solar,Port Matthew,2022-05-27,10591,5.5,655
P0016,Solar,Port Matthew,2022-05-28,21707,8.0,394
P0016,Solar,Port Matthew,2022-05-29,18823,11.5,675
P0016,Solar,Port Matthew,2022-05-30,7581,14.3,175
P0016,Solar,Port Matthew,2022-05-31,11430,12.5,500
P0016,Solar,Port Matthew,2022-06-01,21524,12.5,657
P0016,Solar,Port Matthew,2022-06-02,8100,8.8,122
P0016,Solar,Port Matthew,2022-06-03,6732,14.2,341
P0016,Solar,Port Matthew,2022-06-04,16699,6.8,670
P0016,Solar,Port Matthew,2022-06-05,12969,14.6,764
P0016,Solar,Port Matthew,2022-06-06,16373,13.6,728
P0016,Solar,Port Matthew,2022-06-07,20368,10.8,727
P0016,Solar,Port Matthew,2022-06-08,8326,12.8,611
P0016,Solar,Port Matthew,2022-06-09,14119,14.2,215
P0016,Solar,Port Matthew,2022-06-10,15965,4.3,674
P0016,Solar,Port Matthew,2022-06-11,20274,10.6,335
P0016,Solar,Port Matthew,2022-06-12,17224,11.3,568
P0016,Solar,Port Matthew,2022-06-13,21202,3.9,341
P0016,Solar,Port Matthew,2022-06-14,22553,10.1,519
P0016,Solar,Port Matthew,2022-06-15,7184,12.9,654
P0016,Solar,Port Matthew,2022-06-16,21624,13.3,271
P0016,Solar,Port Matthew,2022-06-17,17010,1.9,337
P0016,Solar,Port Matthew,2022-06-18,7903,2.0,584
P0016,Solar,Port Matthew,2022-06-19,12838,8.0,777
P0016,Solar,Port Matthew,2022-06-20,7250,0.9,480
P0016,Solar,Port Matthew,2022-06-21,10059,7.5,143
P0016,Solar,Port Matthew,2022-06-22,8440,5.2,719
P0016,Solar,Port Matthew,2022-06-23,18800,2.7,429
P0016,Solar,Port Matthew,2022-06-24,15569,8.4,394
P0016,Solar,Port Matthew,2022-06-25,16973,2.2,490
P0016,Solar,Port Matthew,2022-06-26,5353,5.8,664
P0016,Solar,Port Matthew,2022-06-27,17017,5.2,476
P0016,Solar,Port Matthew,2022-06-28,6807,4.5,324
P0016,Solar,Port Matthew,2022-06-29,8771,3.1,373
P0016,Solar,Port Matthew,2022-06-30,9817,7.5,112
P0016,Solar,Port Matthew,2022-07-01,11435,6.5,795
P0016,Solar,Port Matthew,2022-07-02,20526,7.1,404
P0016,Solar,Port Matthew,2022-07-03,24101,5.6,226
P0016,Solar,Port Matthew,2022-07-04,21834,13.7,725
P0016,Solar,Port Matthew,2022-07-05,9651,12.5,618
